codcnh,nombre,latitude,longitude,municipios,codprov,provincias,ncamas,finalidad_asisitencial,cerrado
380197,HOSPITAL DE LA SANTÍSIMA TRINIDAD,28.3864188229038,-16.6863036677573,Icod de los Vinos,38,SANTA CRUZ DE TENERIFE,99,GERIATRÍA Y/O LARGA ESTANCIA,N
380201,CLÍNICA VIDA,28.388501350225162,-16.53641582828578,"Orotava, La",38,SANTA CRUZ DE TENERIFE,31,GENERAL,N
380223,HOSPITAL BELLEVUE,28.4073168,-16.544543599999997,Puerto de la Cruz,38,SANTA CRUZ DE TENERIFE,195,GENERAL,N
380244,HOSPITAL NUESTRA SEÑORA DE GUADALUPE,28.1014201223731,-17.1242283106533,San Sebastián de la Gomera,38,SANTA CRUZ DE TENERIFE,40,GENERAL,N
380260,HOSPITAL NUESTRA SEÑORA DE LOS DOLORES,28.6858289,-17.763582999999997,Santa Cruz de la Palma,38,SANTA CRUZ DE TENERIFE,144,GERIATRÍA Y/O LARGA ESTANCIA,N
380276,HOSPITAL INSULAR NTRA. SRA. DE LOS REYES,8.101460456848145,-81.01209259033203,Valverde,38,SANTA CRUZ DE TENERIFE,32,GENERAL,N
380282,HOSPITAL QUIRÓN COSTA ADEJE,28.075806210060396,-16.7270316868908,Adeje,38,SANTA CRUZ DE TENERIFE,62,GENERAL,N
380295,HOSPITAL RAMBLA S.L.,28.474966100000003,-16.2514951,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,97,GENERAL,N
380316,HOSPITAL GENERAL DE LA PALMA,28.668939039792104,-17.7921732633692,Breña Alta,38,SANTA CRUZ DE TENERIFE,198,GENERAL,N
380326,COMPLEJO HOSPITALARIO UNIVERSITARIO DE CANARIAS,28.460827044481398,-16.2955932157462,San Cristóbal de La Laguna,38,SANTA CRUZ DE TENERIFE,826,GENERAL,N
380337,HOSPITAL DEL NORTE,28.38103879413264,-16.682384404132016,Icod de los Vinos,38,SANTA CRUZ DE TENERIFE,0,GERIATRÍA Y/O LARGA ESTANCIA,N
380348,HOSPITAL DEL SUR,51.09328079223633,10.380292892456056,Arona,38,SANTA CRUZ DE TENERIFE,0,GENERAL,N
380359,CLÍNICA TARA,28.4774582792554,-16.403642281608697,Tacoronte,38,SANTA CRUZ DE TENERIFE,12,GENERAL,N
390015,HOSPITAL UNIVERSITARIO MARQUÉS DE VALDECILLA,43.45687031034411,-3.8312456396381895,Santander,39,CANTABRIA,923,GENERAL,N
390041,HOSPITAL RAMÓN NEGRETE,43.46141052246094,-3.8093030452728267,Santander,39,CANTABRIA,30,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
390054,HOSPITAL SANTA CLOTILDE - ORDEN HOSPITALARIA SAN JUAN DE DIOS.,43.46765077700317,-3.8015936702514286,Santander,39,CANTABRIA,127,GERIATRÍA Y/O LARGA ESTANCIA,N
390067,CENTRO HOSPITALARIO PADRE MENNI,51.09328079223633,10.380292892456056,Santander,39,CANTABRIA,403,PSIQUIÁTRICO,N
390134,HOSPITAL COMARCAL DE LAREDO,27.50712966918945,-99.50749206542969,Laredo,39,CANTABRIA,131,GENERAL,N
390149,HOSPITAL SIERRALLANA,43.35145568847656,-4.0470170974731445,Torrelavega,39,CANTABRIA,301,GENERAL,N
390152,"CLÍNICA MOMPÍA, S.A.U.",43.4339037500102,-3.9182704999595694,Santa Cruz de Bezana,39,CANTABRIA,105,GENERAL,N
400019,COMPLEJO ASISTENCIAL DE SEGOVIA,40.94942855834961,-4.119208812713623,Segovia,40,SEGOVIA,375,GENERAL,N
400030,HOSPITAL GENERAL DE SEGOVIA,40.94942855834961,-4.119208812713623,Segovia,40,SEGOVIA,0,GENERAL,N
400045,HOSPITAL RECOLETAS SEGOVIA NTRA. SRA. DE LA MISERICORDIA,40.9527153036981,-4.12139828842369,Segovia,40,SEGOVIA,48,GENERAL,N
400058,UNIDAD DE REHABILITACIÓN PSIQUIÁTRICA NTRA. SRA. DE LA FUENCISLA,40.932567463931214,-4.0747972566522845,Palazuelos de Eresma,40,SEGOVIA,56,PSIQUIÁTRICO,N
410016,HOSPITAL GENERAL DEL H.U. VIRGEN DEL ROCÍO,37.3656686456323,-5.98410602614636,Sevilla,41,SEVILLA,0,GENERAL,N
410021,HOSPITAL VIRGEN DE VALME,37.38264083862305,-5.996294975280763,Sevilla,41,SEVILLA,0,GENERAL,N
410042,HOSPITAL VIRGEN MACARENA,37.4062828,-5.9872429,Sevilla,41,SEVILLA,0,GENERAL,N
410055,HOSPITAL SAN LÁZARO,37.414322600000006,-5.9831430999999995,Sevilla,41,SEVILLA,0,GENERAL,N
410074,HOSPITAL VICTORIA EUGENIA DE LA CRUZ ROJA ESPAÑOLA,37.4006155,-5.9823899,Sevilla,41,SEVILLA,39,GENERAL,N
410080,HOSPITAL SAN JUAN DE DIOS DE SEVILLA,37.3816537,-5.968977,Sevilla,41,SEVILLA,47,GENERAL,N
410093,HOSPITAL DUQUES DEL INFANTADO,37.38264083862305,-5.996294975280763,Sevilla,41,SEVILLA,0,GENERAL,N
410107,CLÍNICA SANTA ISABEL,37.387029999999996,-5.9755469,Sevilla,41,SEVILLA,96,GENERAL,N
410114,HOSPITAL QUIRONSALUD SAGRADO CORAZÓN,37.3593356,-5.9795136,Sevilla,41,SEVILLA,147,GENERAL,N
410129,HOSPITAL FÁTIMA,37.1808155,-5.787552400000001,Sevilla,41,SEVILLA,73,GENERAL,N
410135,HOSPITAL QUIRONSALUD INFANTA LUISA,37.3814696,-6.0082983,Sevilla,41,SEVILLA,139,GENERAL,N
410191,CLÍNICA NUESTRA SEÑORA DE ARÁNZAZU,37.3958026,-5.9956392,Sevilla,41,SEVILLA,10,QUIRÚRGICO,N
410212,RESIDENCIA DE SALUD MENTAL NUESTRA SEÑORA DEL CARMEN,37.3781464879179,-6.070154573579059,Bormujos,41,SEVILLA,54,PSIQUIÁTRICO,N
410227,HOSPITAL EL TOMILLAR,37.3210999990463,-5.874181449833831,Alcalá de Guadaíra,41,SEVILLA,0,GENERAL,N
410233,HOSPITAL SAN AGUSTÍN,37.28317642211914,-5.922242164611816,Dos Hermanas,41,SEVILLA,93,GENERAL,N
410248,HOSPITAL DE ALTA RESOLUCIÓN DE MORÓN DE LA FRONTERA,37.11700455001029,-5.454543299991619,Morón de la Frontera,41,SEVILLA,12,GENERAL,N
410251,HOSPITAL LA MERCED,37.233487100000005,-5.096051999999999,Osuna,41,SEVILLA,225,GENERAL,N
410286,HOSPITAL UNIVERSITARIO VIRGEN DEL ROCÍO,37.3656686456323,-5.98410602614636,Sevilla,41,SEVILLA,1350,GENERAL,N
410299,HOSPITAL UNIVERSITARIO VIRGEN MACARENA,37.4062828,-5.9872429,Sevilla,41,SEVILLA,960,GENERAL,N
410303,HOSPITAL UNIVERSITARIO VIRGEN DE VALME,37.3245263657975,-5.9686110885957095,Sevilla,41,SEVILLA,617,GENERAL,N
410325,"FREMAP, HOSPITAL Y CENTRO DE REHABILITACIÓN DE SEVILLA",37.38264083862305,-5.996294975280763,Sevilla,41,SEVILLA,102,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
410346,HOSPITAL PSIQUIÁTRICO PENITENCIARIO,37.3826785,-5.895593900000001,Sevilla,41,SEVILLA,26,PSIQUIÁTRICO,N
410353,HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE,37.367926100024796,-6.082671299840619,Bormujos,41,SEVILLA,200,GENERAL,N
410375,HOSPITAL NISA SEVILLA-ALJARAFE,37.38645935058594,-6.051836967468263,Castilleja de la Cuesta,41,SEVILLA,148,GENERAL,N
410386,HOSPITAL DE ALTA RESOLUCIÓN DE UTRERA,37.181419372558594,-5.781507015228272,Utrera,41,SEVILLA,14,GENERAL,N
410397,HOSPITAL DE ALTA RESOLUCIÓN SIERRA NORTE,43.37276458740234,-2.814249992370605,Constantina,41,SEVILLA,8,GENERAL,N
410409,HOSPITAL VIAMED SANTA ÁNGELA DE LA CRUZ,37.3274451,-5.9664234,Sevilla,41,SEVILLA,105,GENERAL,N
410419,HOSPITAL DE ALTA RESOLUCIÓN DE ÉCIJA,37.5336240219133,-5.09070551386657,Écija,41,SEVILLA,38,GENERAL,N
410432,CLÍNICA DE SALUD MENTAL MIGUEL DE MAÑARA,37.34345626831055,-5.933680057525635,Dos Hermanas,41,SEVILLA,18,PSIQUIÁTRICO,N
410443,HOSPITAL DE REHABILITACIÓN Y TRAUMATOLOGÍA VIRGEN DEL ROCÍO,37.3656686456323,-5.98410602614636,Sevilla,41,SEVILLA,0,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
410454,HOSPITAL DE ALTA RESOLUCIÓN DE LEBRIJA,36.91957092285156,-6.078358173370361,Lebrija,41,SEVILLA,22,GENERAL,N
410465,HOSPITAL INFANTIL,37.3656686456323,-5.98410602614636,Sevilla,41,SEVILLA,0,INFANTIL,N
410476,HOSPITAL DE LA MUJER,37.3656686456323,-5.98410602614636,Sevilla,41,SEVILLA,0,GENERAL,N
420011,HOSPITAL SANTA BÁRBARA,34.420867919921875,-119.6983413696289,Soria,42,SORIA,0,GENERAL,N
420026,HOSPITAL VIRGEN DEL MIRÓN,42.4985585748738,-2.4356596935200763,Soria,42,SORIA,0,GERIATRÍA Y/O LARGA ESTANCIA,N
420040,COMPLEJO ASISTENCIAL DE SORIA,41.76359939575195,-2.464920997619629,Soria,42,SORIA,319,GENERAL,N
430017,HOSPITAL UNIVERSITARI JOAN XXIII DE TARRAGONA,41.1250297,1.2386273,Tarragona,43,TARRAGONA,372,GENERAL,N
430022,HOSPITAL SOCIOSANITARI FRANCOLÍ,41.1186637878418,1.245329976081848,Tarragona,43,TARRAGONA,156,GERIATRÍA Y/O LARGA ESTANCIA,N
430043,HOSPITAL DE SANT PAU I SANTA TECLA,41.116383299999995,1.2549318999999999,Tarragona,43,TARRAGONA,186,GENERAL,N
430056,HOSPITAL VIAMED MONEGAL,41.118739811694425,1.2512110612472118,Tarragona,43,TARRAGONA,53,GENERAL,N
430069,CLÍNICA ACTIVA MÚTUA 2008,41.1188984,1.248744,Tarragona,43,TARRAGONA,22,OTROS MONOGRÁFICOS,N
430081,HOSPITAL COMARCAL MÓRA D'EBRE,41.08858871459961,0.6391599774360657,Móra d'Ebre,43,TARRAGONA,120,GENERAL,N
430094,HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS,41.1448321,1.1217306999999999,Reus,43,TARRAGONA,313,GENERAL,N
430108,CENTRE MQ REUS,41.58974932775221,2.1651999209189827,Reus,43,TARRAGONA,50,GENERAL,N
430115,"VILLABLANCA SERVEIS ASSISTENCIALS, SA",41.15481567382813,1.1086469888687134,Reus,43,TARRAGONA,350,PSIQUIÁTRICO,N
430120,"INSTITUT PERE MATA, S.A",41.1631916585391,1.0889775778653001,Reus,43,TARRAGONA,727,PSIQUIÁTRICO,N
430167,HOSPITAL DE TORTOSA VERGE DE LA CINTA,40.81100463867188,0.5209969878196716,Tortosa,43,TARRAGONA,248,GENERAL,N
430173,HOSPITAL DE LA SANTA CREU,40.827065787074034,0.5101282667237447,Tortosa,43,TARRAGONA,250,GERIATRÍA Y/O LARGA ESTANCIA,N
430189,CLÍNICA TERRES DE L'EBRE,40.81100463867188,0.5209969878196716,Tortosa,43,TARRAGONA,40,GENERAL,N
430213,POLICLÍNICA COMARCAL DEL VENDRELL.,41.25251770019531,1.5493769645690918,Santa Oliva,43,TARRAGONA,136,GERIATRÍA Y/O LARGA ESTANCIA,N
430228,PIUS HOSPITAL DE VALLS,41.282285850030796,1.24799199998196,Valls,43,TARRAGONA,142,GENERAL,N
430234,RESIDÈNCIA ALT CAMP,41.28743743896485,1.251662015914917,Valls,43,TARRAGONA,50,GERIATRÍA Y/O LARGA ESTANCIA,N
430249,CENTRE SOCIOSANITARI CIUTAT DE REUS,40.0841438,-3.4887372,Reus,43,TARRAGONA,85,GERIATRÍA Y/O LARGA ESTANCIA,N
430252,HOSPITAL COMARCAL D'AMPOSTA,41.1087274,1.1408854,Amposta,43,TARRAGONA,88,GENERAL,N
430265,CENTRE SOCIOSANITARI LLEVANT,41.1186637878418,1.245329976081848,Tarragona,43,TARRAGONA,60,GERIATRÍA Y/O LARGA ESTANCIA,N
430276,RESIDÈNCIA VILA-SECA,41.1107959,1.1491035,Vila-seca,43,TARRAGONA,35,GERIATRÍA Y/O LARGA ESTANCIA,N
430287,UNITAT POLIVALENT EN SALUT MENTAL D'AMPOSTA,41.20156146961294,1.6088355494095468,Amposta,43,TARRAGONA,127,PSIQUIÁTRICO,N
430298,HOSPITAL DEL VENDRELL,41.22038650512695,1.5349090099334717,"Vendrell, El",43,TARRAGONA,120,GENERAL,N
430300,CENTRE SOCIOSANITARI I RESIDÈNCIA ASSISTIDA SALOU,42.628946899999995,2.8164928,Salou,43,TARRAGONA,30,GERIATRÍA Y/O LARGA ESTANCIA,N
430322,RESIDÈNCIA SANTA TECLA PONENT,41.1186637878418,1.245329976081848,Tarragona,43,TARRAGONA,70,GERIATRÍA Y/O LARGA ESTANCIA,N
430333,UNITAT DE REFERÈNCIA DE PSIQUIATRIA I TRASTORNS DE LA CONDUCTA ALIMENTÀRIA (URPI),41.1448321,1.1217306999999999,Reus,43,TARRAGONA,20,PSIQUIÁTRICO,N
440012,HOSPITAL OBISPO POLANCO,40.3328326500258,-1.10807665016406,Teruel,44,TERUEL,215,GENERAL,N
440027,HOSPITAL SAN JOSÉ,40.34602562974735,-1.1151927328842663,Teruel,44,TERUEL,50,GERIATRÍA Y/O LARGA ESTANCIA,N
440033,CENTRO DE REHABILITACION PSICOSOCIAL SAN JUAN DE DIOS,41.0520756,-0.13980739999999997,Teruel,44,TERUEL,150,PSIQUIÁTRICO,N
440048,HOSPITAL DE ALCAÑIZ,41.04482756034106,-0.13005011440518613,Alcañiz,44,TERUEL,131,GENERAL,N
450015,HOSPITAL VIRGEN DE LA SALUD,39.87115693835996,-4.03617313632474,Toledo,45,TOLEDO,0,GENERAL,N
450020,HOSPITAL GERIÁTRICO VIRGEN DEL VALLE,39.8445493501075,-4.02095214976433,Toledo,45,TOLEDO,0,GERIATRÍA Y/O LARGA ESTANCIA,N
450036,HOSPITAL NACIONAL DE PARAPLÉJICOS,39.85676193237305,-4.0245280265808105,Toledo,45,TOLEDO,210,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
450041,HOSPITAL PROVINCIAL NUESTRA SEÑORA DE LA MISERICORDIA,51.09328079223633,10.380292892456056,Toledo,45,TOLEDO,0,GENERAL,N
450067,HOSPITAL GENERAL NUESTRA SEÑORA DEL PRADO,39.963326832971795,-4.80520226560217,Talavera de la Reina,45,TOLEDO,312,GENERAL,N
450089,"CLÍNICA MARAZUELA, S.A.",39.961839700000006,-4.8250543,Talavera de la Reina,45,TOLEDO,15,GENERAL,N
450092,COMPLEJO HOSPITALARIO DE TOLEDO,39.87115693835996,-4.03617313632474,Toledo,45,TOLEDO,953,GENERAL,N
450113,HOSPITAL LABORAL SOLIMAT MUTUA COLABORADORA CON LA SS Nº 72,39.8680993,-4.0424396,Toledo,45,TOLEDO,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
450122,QUIRÓN SALUD TOLEDO,39.8852892194132,-4.041102237035529,Toledo,45,TOLEDO,80,MÉDICO-QUIRÚRGICO,N
450133,"CENTRO DE TRAT. DE DROGODEP. ""EL ALBA""",39.8608109500262,-4.04517954996373,Toledo,45,TOLEDO,30,OTRA FINALIDAD,N
460018,HOSPITAL UNIVERSITARIO Y POLITÉCNICO LA FE,39.4454862411427,-0.371941040347758,Valencia,46,VALENCIA,1000,GENERAL,N
460023,HOSPITAL UNIVERSITARIO DR. PESET ALEIXANDRE,39.45307935519223,-0.3926918892226451,Valencia,46,VALENCIA,539,GENERAL,N
460039,HOSPITAL ARNAU DE VILANOVA,39.490297399999996,-0.4033087,Valencia,46,VALENCIA,302,GENERAL,N
460044,HOSPITAL CLÍNICO UNIVERSITARIO DE VALENCIA,39.4787554,-0.3625595,Valencia,46,VALENCIA,582,GENERAL,N
460057,HOSPITAL DE LA MALVA-ROSA,39.4759039,-0.32567229999999997,Valencia,46,VALENCIA,33,QUIRÚRGICO,N
460060,CONSORCIO HOSPITAL GENERAL UNIVERSITARIO DE VALENCIA,39.468631,-0.40669079999999996,Valencia,46,VALENCIA,546,GENERAL,N
460082,HOSPITAL CATÓLICO CASA DE SALUD,39.4693557,-0.349901,Valencia,46,VALENCIA,192,GENERAL,N
460095,HOSPITAL NISA VALENCIA AL MAR,39.4766241,-0.3302309,Valencia,46,VALENCIA,70,GENERAL,N
460109,FUNDACIÓN INSTITUTO VALENCIANO DE ONCOLOGÍA,39.4815771,-0.3897001,Valencia,46,VALENCIA,160,ONCOLÓGICO,N
460116,HOSPITAL VIRGEN DEL CONSUELO,38.5793796,-0.0842596,Valencia,46,VALENCIA,156,GENERAL,N
460137,HOSPITAL QUIRÓN VALENCIA,39.47835019631052,-0.3639324946590559,Valencia,46,VALENCIA,88,GENERAL,N
460168,HOSPITAL PSIQUIÁTRICO PROVINCIAL,39.5301224703341,-0.4184747046423801,Bétera,46,VALENCIA,80,PSIQUIÁTRICO,N
460180,CASA DE REPOSO SAN ONOFRE,39.52128344441006,-0.4160106721789677,Godella,46,VALENCIA,76,PSIQUIÁTRICO,N
460207,HOSPITAL FRANCESC DE BORJA DE GANDIA,38.96249460003,-0.172205150125569,Gandia,46,VALENCIA,285,GENERAL,N
460229,HOSPITAL LLUÍS ALCANYÍS DE XÀTIVA,39.423354610286474,-0.3777998304446,Xàtiva,46,VALENCIA,273,GENERAL,N
460235,HOSPITAL GENERAL DE ONTINYENT,38.8199304,-0.6030380999999999,Ontinyent,46,VALENCIA,56,GENERAL,N
460240,HOSPITAL INTERMUTUAL DE LEVANTE,39.5626695061717,-0.49920910146618297,San Antonio de Benagéber,46,VALENCIA,230,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
460266,HOSPITAL DE SAGUNTO,39.6688867101967,-0.23642435199780198,Sagunto/Sagunt,46,VALENCIA,252,GENERAL,N
460272,HOSPITAL DOCTOR MOLINER,-20.52584,-54.671530000000004,Serra,46,VALENCIA,179,GERIATRÍA Y/O LARGA ESTANCIA,N
460288,HOSPITAL GENERAL DE REQUENA,39.4847533,-1.0914171499999998,Requena,46,VALENCIA,113,GENERAL,N
460291,HOSPITAL 9 DE OCTUBRE,39.4783515,-0.40160209999999996,Valencia,46,VALENCIA,300,GENERAL,N
460327,CENTRO MÉDICO GANDIA,39.1456297,-0.38777140000000004,Gandia,46,VALENCIA,11,GENERAL,N
460333,HOSPITAL NISA AGUAS VIVAS,39.086378900164796,-0.354296349908928,Carcaixent,46,VALENCIA,96,GENERAL,N
460348,CLINICA FONTANA,38.3530231,-0.48382759999999997,Valencia,46,VALENCIA,7,QUIRÚRGICO,N
460351,HOSPITAL UNIVERSITARIO DE LA RIBERA,39.160344265593,-0.42233271206947604,Alzira,46,VALENCIA,301,GENERAL,N
460369,HOSPITAL PARE JOFRÉ,39.453428250007,-0.39393045001763394,Valencia,46,VALENCIA,125,GERIATRÍA Y/O LARGA ESTANCIA,N
460370,HOSPITAL DE MANISES,39.4856979,-0.45198679999999997,Manises,46,VALENCIA,354,GENERAL,N
460381,HOSPITAL DE CRÓNICOS DE MISLATA (ANTIGUO HOSPITAL MILITAR DE VALENCIA),39.4795096000014,-0.423857150006632,Mislata,46,VALENCIA,115,GERIATRÍA Y/O LARGA ESTANCIA,N
460392,HOSPITAL DE LLÍRIA,39.62458419799805,-0.5947579741477966,Llíria,46,VALENCIA,90,GENERAL,N
460404,IMED VALENCIA,39.502055581515606,-0.40471621367974603,Burjassot,46,VALENCIA,207,GENERAL,N
460415,UNIDAD DE DESINTOXICACIÓN HOSPITALARIA,39.0716667175293,-0.2677150070667267,Carcaixent,46,VALENCIA,16,OTROS MONOGRÁFICOS,N
470014,HOSPITAL UNIVERSITARIO RIO HORTEGA,41.6298239,-4.7118763,Valladolid,47,VALLADOLID,606,GENERAL,N
470029,HOSPITAL CLÍNICO UNIVERSITARIO DE VALLADOLID,41.6559494,-4.720214299999999,Valladolid,47,VALLADOLID,777,GENERAL,N
470053,SANATORIO SAGRADO CORAZÓN,41.6497469,-4.7201314000000005,Valladolid,47,VALLADOLID,75,GENERAL,N
470072,CENTRO HOSPITALARIO BENITO MENNI,41.62916793621193,-4.72299455237376,Valladolid,47,VALLADOLID,240,REHABILITACIÓN PSICOFÍSICA,N
470091,HOSPITAL MEDINA DEL CAMPO,40.905788977263704,-5.20107348144475,Medina del Campo,47,VALLADOLID,119,GENERAL,N
470105,HOSPITAL DE VALLADOLID FELIPE II,41.6552797,-4.7256347000000005,Valladolid,47,VALLADOLID,79,GENERAL,N
470113,HOSPITAL CAMPO GRANDE,41.6441833753756,-4.72740443461924,Valladolid,47,VALLADOLID,93,GENERAL,N
480010,HOSPITAL SANTA MARINA,43.2632016,-2.8865833,Bilbao,48,VIZCAYA,245,GERIATRÍA Y/O LARGA ESTANCIA,N
480025,HOSPITAL INTERMUTUAL DE EUSKADI,43.2685143,-2.9274715000000002,Bilbao,48,VIZCAYA,44,GENERAL,N
480031,CLÍNICA ERCILLA MUTUALIA,43.2648956,-2.9311361000000002,Bilbao,48,VIZCAYA,23,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
480046,HOSPITAL CRUZ ROJA DE BILBAO,43.2612588,-2.9421442000000004,Bilbao,48,VIZCAYA,68,GENERAL,N
480059,SANATORIO BILBAÍNO,43.2583476,-2.9406771000000003,Bilbao,48,VIZCAYA,40,GENERAL,N
480078,HOSPITAL DE BASURTO,43.2608455,-2.9538298,Bilbao,48,VIZCAYA,733,GENERAL,N
480097,IMQ CLÍNICA VIRGEN BLANCA,43.2583273,-2.9154279,Bilbao,48,VIZCAYA,74,GENERAL,N
480123,CLÍNICA GUIMON S.A.,43.2589008,-2.9422232000000004,Bilbao,48,VIZCAYA,47,GENERAL,N
480160,CLÍNICA INDAUTXU,43.2592673,-2.9390127999999995,Bilbao,48,VIZCAYA,30,GENERAL,N
480176,HOSPITAL UNIVERSITARIO DE CRUCES,43.2822317646959,-2.98305304538612,Barakaldo,48,VIZCAYA,912,GENERAL,N
480182,OSI BARAKALDO-SESTAO,43.2969946,-2.9934092,Barakaldo,48,VIZCAYA,128,GENERAL,N
480195,RED DE SALUD MENTAL DE BIZKAIA (HOSPITAL DE BERMEO),43.4204216003418,-2.7221579551696777,Bermeo,48,VIZCAYA,131,PSIQUIÁTRICO,N
480209,HOSPITAL GALDAKAO-USANSOLO,43.222538350787495,-2.8175780502647103,Galdakao,48,VIZCAYA,464,GENERAL,N
480216,HOSPITAL GORLIZ,43.405815710319644,-2.9504909159003687,Gorliz,48,VIZCAYA,149,REHABILITACIÓN PSICOFÍSICA,N
480255,HOSPITAL SAN JUAN DE DIOS,43.3266965500358,-3.02716799993288,Santurtzi,48,VIZCAYA,105,GENERAL,N
480268,RED DE SALUD MENTAL DE BIZKAIA (HOSPITAL DE ZALDIBAR),43.25696182250977,-2.9234600067138667,Zaldibar,48,VIZCAYA,111,PSIQUIÁTRICO,N
480274,RED DE SALUD MENTAL DE BIZKAIA (HOSPITAL DE ZAMUDIO),43.2915164,-2.868219,Zamudio,48,VIZCAYA,126,PSIQUIÁTRICO,N
480293,AVANCES MÉDICOS S.A,43.328163146972656,-3.0314509868621826,Santurtzi,48,VIZCAYA,24,PSIQUIÁTRICO,N
480305,HOSPITAL QUIRONSALUD BIZKAIA,43.30426406860352,-2.9755430221557617,Erandio,48,VIZCAYA,110,GENERAL,N
480316,CLÍNICA IMQ  ZORROTZAURRE,43.26774,-2.9516156000000002,Bilbao,48,VIZCAYA,175,GENERAL,N
480327,HOSPITAL URDULIZ OSPITALEA,43.37583684749271,-2.95591449497055,Urduliz,48,VIZCAYA,128,GENERAL,N
490013,HOSPITAL VIRGEN DE LA CONCHA,41.5137531,-5.7316902,Zamora,49,ZAMORA,0,GENERAL,N
490028,HOSPITAL PROVINCIAL DE ZAMORA,41.5115807,-5.729278400000001,Zamora,49,ZAMORA,0,GENERAL,N
490065,HOSPITAL DE BENAVENTE,42.003021240234375,-5.674079895019531,Benavente,49,ZAMORA,0,GENERAL,N
490070,COMPLEJO ASISTENCIAL DE ZAMORA,41.5137531,-5.7316902,Zamora,49,ZAMORA,540,GENERAL,N
490081,HOSPITAL RECOLETAS DE ZAMORA,41.5168157,-5.7463809999999995,Zamora,49,ZAMORA,44,GENERAL,N
500016,HOSPITAL CLÍNICO UNIVERSITARIO LOZANO BLESA,41.48111641932381,-1.3768445136812848,Zaragoza,50,ZARAGOZA,807,GENERAL,N
500021,HOSPITAL UNIVERSITARIO MIGUEL SERVET,41.63482197604196,-0.9015968477439686,Zaragoza,50,ZARAGOZA,1213,GENERAL,N
500055,HOSPITAL ROYO VILLANOVA,41.69126978971258,-0.8629636157187102,Zaragoza,50,ZARAGOZA,254,GENERAL,N
500068,CENTRO DE REHABILITACION PSICOSOCIAL NUESTRA SEÑORA DEL PILAR,41.6460516,-0.9093839,Zaragoza,50,ZARAGOZA,172,PSIQUIÁTRICO,N
500074,HOSPITAL  NUESTRA SEÑORA DE GRACIA,41.6519918,-0.8868615,Zaragoza,50,ZARAGOZA,151,GENERAL,N
500080,HOSPITAL MAZ,41.685806899999996,-0.8707398000000001,Zaragoza,50,ZARAGOZA,107,GENERAL,N
500093,"CLÍNICA MONTPELIER GRUPO HLA, S.A.U",41.6359342,-0.9127582000000001,Zaragoza,50,ZARAGOZA,90,GENERAL,N
500107,CENTRO NEUROPSIQUIÁTRICO NUESTRA SEÑORA DEL CARMEN,41.67726772265907,-0.984778789359838,Zaragoza,50,ZARAGOZA,277,PSIQUIÁTRICO,N
500114,HOSPITAL SAN JUAN DE DIOS,41.6337889,-0.8880665000000001,Zaragoza,50,ZARAGOZA,184,GERIATRÍA Y/O LARGA ESTANCIA,N
500129,HOSPITAL QUIRONSALUD ZARAGOZA,41.6347536000126,-0.8928541499405721,Zaragoza,50,ZARAGOZA,104,GENERAL,N
500135,CLÍNICA NUESTRA SEÑORA DEL PILAR,41.6371344,-0.8888431,Zaragoza,50,ZARAGOZA,34,GENERAL,N
500140,HOSPITAL GENERAL DE LA DEFENSA DE ZARAGOZA,41.6309835,-0.9057093,Zaragoza,50,ZARAGOZA,200,GENERAL,N
500153,HOSPITAL ERNEST LLUCH MARTIN,39.680137634277344,-0.27827900648117065,Calatayud,50,ZARAGOZA,122,GENERAL,N
500172,UNIDAD DE REHABILITACION DE LARGA ESTANCIA,42.2813835144043,-1.2723209857940674,Sádaba,50,ZARAGOZA,45,PSIQUIÁTRICO,N
500188,UNIDAD REHABILITADORA DE MEDIA ESTANCIA PROFESOR REY ARDID,41.6886782,-0.889639,Zaragoza,50,ZARAGOZA,39,PSIQUIÁTRICO,N
500195,HOSPITAL DE REHABILITACION PSIQUIATRICA PRISMA,41.7182663838341,-0.8335539114842511,Zaragoza,50,ZARAGOZA,50,PSIQUIÁTRICO,N
500200,CENTRO SANITARIO CINCO VILLAS,42.1226253000144,-1.1316726000758202,Ejea de los Caballeros,50,ZARAGOZA,32,OTRA FINALIDAD,N
500218,HOSPITAL VIAMED MONTECANAL,41.63905865037,-0.948664801350476,Zaragoza,50,ZARAGOZA,68,GENERAL,N
510039,HOSPITAL UNIVERSITARIO DE CEUTA,35.8808580503756,-5.34018594964444,Ceuta,51,CEUTA,252,GENERAL,N
520018,HOSPITAL COMARCAL,35.2858716,-2.947419,Melilla,52,MELILLA,168,GENERAL,N
